평균기온(℃),최고기온(℃),최저기온(℃),평균습도(%rh),강수량(mm),평균풍속(m/s),최대풍속(m/s),최대풍속풍향(deg),오 존,이산화질소,일산화탄소,아황산가스
19.3,25.4,12.4,35.4,0.0,2.0,4.3,340.0,0.028,0.038,0.5,0.005
16.1,20.2,14.1,81.4,12.0,3.0,5.3,180.0,0.022,0.031,0.4,0.004
16.7,20.3,15.0,90.3,2.5,1.6,3.3,90.0,0.032,0.019,0.4,0.003
19.1,24.9,14.6,80.1,0.0,1.7,4.3,320.0,0.036,0.013,0.5,0.004
19.1,26.8,13.2,79.4,29.8,2.4,7.2,290.0,0.027,0.025,0.6,0.004
13.0,17.1,10.1,73.6,19.0,3.2,7.2,70.0,0.027,0.014,0.4,0.004
14.4,20.1,9.2,60.4,0.0,1.9,3.0,90.0,0.023,0.018,0.3,0.003
17.4,22.9,10.9,56.1,0.0,2.1,3.3,90.0,0.024,0.029,0.4,0.003
18.5,22.7,14.8,68.5,0.0,1.9,4.9,290.0,0.034,0.029,0.5,0.004
20.1,25.0,16.6,66.1,0.0,2.2,4.7,270.0,0.039,0.017,0.4,0.004
17.1,20.2,14.3,84.8,14.5,2.9,6.5,270.0,0.03,0.01,0.4,0.003
16.6,21.3,13.7,81.0,0.0,2.1,3.8,290.0,0.039,0.021,0.5,0.003
16.2,22.9,12.7,81.9,1.5,2.1,5.4,320.0,0.035,0.022,0.5,0.003
17.4,23.9,11.8,68.5,0.0,2.6,5.9,290.0,0.039,0.018,0.4,0.003
18.7,23.4,14.2,62.8,0.0,1.9,3.9,290.0,0.043,0.022,0.4,0.003
20.7,27.6,14.6,65.6,0.0,2.0,4.1,180.0,0.032,0.025,0.4,0.003
22.6,30.0,16.5,57.3,0.0,1.9,4.3,320.0,0.052,0.028,0.5,0.003
21.2,28.0,17.6,63.0,1.0,2.3,5.7,320.0,0.054,0.017,0.5,0.004
19.7,24.5,16.6,64.3,0.4,3.4,6.2,290.0,0.038,0.013,0.3,0.003
17.9,21.8,14.8,71.0,2.0,2.2,4.1,250.0,0.027,0.026,0.4,0.003
22.0,28.4,17.6,73.3,0.0,2.4,5.6,290.0,0.044,0.014,0.4,0.003
21.9,26.5,19.7,81.1,0.2,2.7,4.7,270.0,0.038,0.014,0.4,0.003
23.0,28.7,18.4,69.4,0.0,1.8,3.8,290.0,0.044,0.02,0.5,0.003
24.6,30.9,19.2,63.6,0.0,2.0,4.4,290.0,0.058,0.025,0.6,0.003
22.7,29.2,19.2,69.4,0.0,2.3,5.1,200.0,0.045,0.011,0.4,0.003
25.0,32.0,19.8,63.6,0.0,2.1,5.5,290.0,0.039,0.016,0.4,0.003
26.7,32.8,20.3,51.6,0.0,2.3,4.3,290.0,0.044,0.024,0.4,0.003
25.8,32.1,22.5,63.8,6.2,2.0,6.2,340.0,0.033,0.026,0.4,0.004
26.1,31.6,21.7,68.3,0.0,2.2,4.6,290.0,0.031,0.015,0.3,0.003
24.7,27.6,21.6,68.6,0.0,1.7,3.0,320.0,0.022,0.037,0.5,0.004
26.9,33.5,20.6,52.8,0.0,1.9,5.0,290.0,0.058,0.026,0.5,0.004
24.0,28.8,20.1,70.6,1.1,2.9,5.9,290.0,0.049,0.012,0.4,0.003
23.0,28.6,18.2,62.3,0.0,2.8,6.3,290.0,0.043,0.015,0.3,0.003
24.4,30.7,20.0,63.0,0.0,2.2,4.4,270.0,0.082,0.019,0.6,0.004
24.3,30.3,20.2,58.6,0.0,2.0,4.3,290.0,0.054,0.022,0.6,0.004
23.4,27.3,20.3,61.4,0.0,1.6,3.4,290.0,0.04,0.024,0.4,0.004
24.7,30.0,21.1,61.4,0.1,2.1,4.2,290.0,0.041,0.016,0.4,0.003
24.9,29.7,20.7,62.6,0.0,2.1,4.6,320.0,0.048,0.017,0.4,0.003
26.1,32.7,19.5,59.5,0.0,2.0,4.5,290.0,0.048,0.013,0.4,0.003
28.6,35.4,21.7,50.5,0.0,2.0,4.1,290.0,0.041,0.022,0.4,0.003
27.3,31.0,23.2,53.5,0.0,1.9,3.7,250.0,0.039,0.031,0.5,0.004
22.3,26.3,19.9,83.5,37.6,2.7,5.7,140.0,0.026,0.025,0.4,0.003
21.6,23.4,20.1,91.0,13.3,2.2,4.3,180.0,0.028,0.013,0.4,0.002
21.8,25.7,19.2,82.1,2.1,3.2,5.3,230.0,0.039,0.013,0.4,0.003
24.1,29.6,20.4,70.4,0.0,2.0,5.4,290.0,0.038,0.018,0.4,0.004
25.2,30.1,21.5,70.5,0.0,2.4,4.7,250.0,0.04,0.011,0.4,0.003
23.8,26.5,20.6,77.0,11.9,2.4,5.9,50.0,0.032,0.021,0.5,0.003
20.1,23.1,18.4,83.0,64.7,4.0,7.6,50.0,0.035,0.01,0.3,0.002
21.1,24.3,18.1,79.3,0.0,1.9,3.7,320.0,0.028,0.019,0.4,0.003
24.2,29.8,20.4,74.5,0.0,1.9,3.4,270.0,0.06,0.017,0.5,0.003
25.5,30.6,21.6,63.5,0.1,2.6,6.1,160.0,0.035,0.019,0.4,0.004
24.2,29.5,20.4,63.9,1.6,2.1,4.4,250.0,0.044,0.015,0.4,0.003
23.8,27.6,19.9,68.6,0.0,1.9,3.5,250.0,0.05,0.011,0.4,0.003
25.6,30.9,21.8,66.6,0.0,2.1,4.7,320.0,0.044,0.018,0.4,0.003
24.1,28.1,22.1,75.5,0.0,2.5,4.0,290.0,0.033,0.014,0.3,0.003
25.5,30.4,21.3,71.9,0.0,2.0,3.7,290.0,0.036,0.022,0.4,0.003
27.5,32.9,21.8,64.6,0.0,1.7,3.6,320.0,0.049,0.023,0.5,0.003
24.5,27.7,22.7,75.0,2.2,2.8,6.6,50.0,0.029,0.015,0.4,0.003
25.8,30.2,22.2,62.6,0.0,2.6,5.0,50.0,0.033,0.011,0.3,0.003
23.5,26.0,21.7,71.9,2.9,2.4,3.6,50.0,0.025,0.013,0.3,0.003
18.7,21.7,17.7,94.8,47.6,4.0,5.9,50.0,0.023,0.012,0.3,0.003
20.3,24.3,17.2,79.4,11.5,2.8,4.4,50.0,0.02,0.013,0.3,0.002
23.4,28.7,18.9,63.1,0.0,2.0,3.4,50.0,0.019,0.017,0.3,0.003
25.0,29.7,20.4,70.9,0.0,1.8,3.5,270.0,0.032,0.021,0.4,0.003
26.0,31.6,21.5,72.0,0.0,1.9,5.6,270.0,0.033,0.022,0.4,0.003
26.1,31.0,22.8,71.6,0.0,1.6,4.0,290.0,0.042,0.021,0.5,0.004
24.0,26.6,20.6,81.6,29.1,2.7,4.3,50.0,0.025,0.014,0.4,0.003
23.8,26.6,22.4,86.3,3.6,3.7,7.0,200.0,0.029,0.011,0.4,0.003
25.0,30.5,21.4,77.0,0.0,1.6,4.2,250.0,0.049,0.017,0.5,0.003
23.7,25.7,22.6,89.3,11.5,1.6,3.4,140.0,0.022,0.026,0.5,0.003
21.1,22.6,18.5,95.5,103.1,3.6,8.3,50.0,0.022,0.019,0.4,0.003
22.5,26.8,18.7,74.3,2.9,4.6,8.7,50.0,0.027,0.01,0.3,0.003
24.3,29.0,22.3,69.3,0.0,3.1,6.1,50.0,0.02,0.01,0.3,0.003
25.4,29.6,21.6,69.3,0.0,2.0,3.3,50.0,0.028,0.013,0.3,0.003
24.3,25.5,22.9,86.4,2.2,2.2,3.2,50.0,0.015,0.022,0.4,0.003
24.4,26.4,22.7,84.8,0.4,2.0,3.1,50.0,0.011,0.024,0.5,0.003
23.7,24.9,22.6,95.8,50.1,2.0,3.4,70.0,0.01,0.022,0.4,0.003
25.3,28.4,23.4,85.5,0.1,2.1,3.8,200.0,0.019,0.018,0.4,0.003
26.2,29.6,22.8,81.9,1.5,2.0,4.6,290.0,0.019,0.017,0.4,0.004
25.3,26.9,24.3,90.9,39.1,1.7,4.9,180.0,0.007,0.011,0.3,0.003
24.9,26.4,23.5,96.3,31.4,2.3,7.5,250.0,0.013,0.01,0.2,0.003
25.0,26.3,23.9,96.3,102.6,3.0,8.3,180.0,0.011,0.013,0.2,0.003
27.0,29.4,25.0,89.3,3.9,3.5,5.7,200.0,0.007,0.01,0.2,0.003
26.5,29.1,25.5,92.1,18.5,1.9,4.6,160.0,0.005,0.014,0.2,0.003
24.1,26.0,22.9,92.8,75.7,3.3,6.5,200.0,0.016,0.012,0.2,0.003
24.3,26.1,22.6,85.3,0.0,1.8,3.3,110.0,0.015,0.022,0.3,0.003
24.2,26.1,22.7,89.5,19.1,2.3,3.7,70.0,0.01,0.02,0.3,0.003
24.9,25.8,23.7,95.4,50.3,2.6,6.8,200.0,0.014,0.008,0.2,0.003
26.5,29.5,24.7,91.6,44.6,2.0,4.3,200.0,0.006,0.016,0.2,0.003
24.6,27.3,22.4,92.5,97.0,2.2,4.7,200.0,0.019,0.02,0.2,0.003
27.2,31.3,23.5,83.9,0.0,1.9,4.3,200.0,0.018,0.023,0.3,0.003
28.0,30.3,26.3,82.4,0.0,2.5,4.9,200.0,0.021,0.013,0.2,0.003
27.1,28.0,26.5,86.1,0.4,3.5,5.7,230.0,0.031,0.011,0.3,0.003
26.1,27.0,25.0,96.0,69.0,1.9,5.6,230.0,0.038,0.012,0.4,0.003
27.4,30.8,25.3,82.6,0.0,3.0,5.2,230.0,0.017,0.008,0.2,0.003
28.2,32.2,26.1,77.9,0.0,2.3,4.1,290.0,0.019,0.011,0.2,0.003
27.5,31.9,24.0,76.3,0.0,1.6,3.6,270.0,0.02,0.016,0.3,0.003
27.1,31.4,23.6,76.8,0.0,2.0,4.4,290.0,0.015,0.013,0.2,0.003
27.7,31.7,25.0,76.0,0.0,1.7,4.2,270.0,0.024,0.014,0.2,0.003
26.6,29.2,25.2,83.1,2.5,1.6,3.5,290.0,0.014,0.02,0.2,0.003
24.3,27.6,21.7,87.4,42.6,2.1,5.5,340.0,0.015,0.019,0.3,0.003
25.3,29.9,21.5,78.4,0.0,1.9,3.9,250.0,0.026,0.012,0.2,0.003
27.8,32.0,23.7,71.6,0.0,2.2,4.9,230.0,0.024,0.017,0.2,0.003
29.9,34.5,26.0,69.5,0.0,2.1,4.6,320.0,0.022,0.015,0.3,0.003
30.2,34.5,27.0,68.3,0.6,3.4,6.5,70.0,0.022,0.015,0.3,0.003
27.1,28.6,25.6,84.6,8.7,3.6,7.0,110.0,0.028,0.01,0.3,0.003
27.3,29.7,26.0,89.1,13.6,1.6,4.4,250.0,0.019,0.017,0.3,0.003
26.8,29.0,25.5,90.1,13.6,1.3,4.0,160.0,0.014,0.014,0.3,0.003
26.8,30.6,24.4,88.8,42.5,2.1,4.8,50.0,0.026,0.01,0.3,0.003
26.4,30.0,23.8,77.9,0.0,2.8,4.3,50.0,0.02,0.015,0.3,0.003
26.6,29.5,23.8,72.4,0.0,1.9,3.6,90.0,0.025,0.018,0.3,0.003
24.3,26.4,22.6,91.3,33.3,2.3,4.0,50.0,0.013,0.014,0.4,0.003
22.7,25.6,20.0,82.0,29.8,4.8,9.8,270.0,0.038,0.007,0.3,0.003
23.3,27.5,19.9,63.9,0.0,2.7,5.6,200.0,0.037,0.017,0.4,0.003
23.3,27.3,19.2,66.6,0.0,2.0,3.5,110.0,0.034,0.026,0.5,0.003
21.7,24.4,19.5,80.0,6.4,2.7,4.8,50.0,0.028,0.013,0.4,0.003
19.2,20.6,17.5,93.5,61.0,4.2,7.9,320.0,0.035,0.008,0.3,0.003
23.4,26.5,20.6,71.5,0.0,4.2,7.0,250.0,0.042,0.011,0.3,0.003
21.1,25.3,19.0,83.4,1.3,2.1,7.6,320.0,0.036,0.017,0.4,0.003
22.8,27.0,18.8,75.8,3.9,2.0,4.2,180.0,0.04,0.02,0.5,0.003
22.4,27.1,19.2,72.6,1.2,2.8,4.9,50.0,0.026,0.022,0.5,0.003
20.2,23.2,18.1,83.8,5.7,2.0,3.9,50.0,0.023,0.015,0.4,0.002
21.5,26.6,16.7,70.4,0.0,1.9,3.5,320.0,0.025,0.008,0.3,0.003
21.3,24.9,17.6,79.3,0.0,1.8,4.3,290.0,0.033,0.015,0.4,0.003
23.0,27.7,18.9,76.4,0.0,1.6,3.3,180.0,0.035,0.024,0.6,0.003
22.5,24.9,21.3,79.9,0.3,1.9,3.4,200.0,0.028,0.022,0.4,0.004
21.3,23.6,20.1,70.3,0.0,2.1,3.7,290.0,0.026,0.02,0.4,0.003
21.5,25.8,18.1,62.0,0.0,2.8,6.0,230.0,0.035,0.018,0.4,0.003
21.2,26.2,17.6,59.3,0.3,2.2,5.3,270.0,0.036,0.016,0.4,0.003
19.7,24.9,15.6,57.6,0.0,2.0,4.9,270.0,0.032,0.012,0.4,0.003
19.1,25.3,13.6,56.1,0.0,1.7,2.9,160.0,0.018,0.028,0.5,0.003
20.2,25.6,15.5,55.3,0.0,2.8,4.6,50.0,0.023,0.017,0.4,0.003
19.2,23.8,15.2,59.9,0.0,3.3,5.3,50.0,0.025,0.014,0.3,0.003
20.6,25.4,16.8,59.6,0.0,3.7,5.7,50.0,0.026,0.013,0.3,0.002
20.1,25.4,16.6,64.1,0.0,2.5,4.9,50.0,0.022,0.016,0.3,0.002
19.3,24.8,14.8,62.5,0.0,2.4,6.2,50.0,0.025,0.013,0.3,0.003
20.4,25.8,14.9,63.3,0.0,2.0,3.9,320.0,0.027,0.013,0.3,0.003
20.7,26.5,15.7,66.0,0.0,2.0,3.6,270.0,0.02,0.027,0.4,0.003
19.6,23.9,15.3,67.6,0.0,1.9,4.3,290.0,0.026,0.023,0.4,0.003
19.6,25.7,16.2,78.0,38.3,1.7,4.1,250.0,0.03,0.019,0.5,0.003
18.8,23.6,15.6,74.9,0.0,2.1,4.7,230.0,0.032,0.011,0.4,0.003
19.2,21.9,16.3,79.6,0.0,2.3,5.2,180.0,0.041,0.01,0.4,0.003
19.9,23.2,18.3,72.5,0.0,1.6,3.6,270.0,0.037,0.014,0.5,0.003
16.6,21.8,10.6,65.1,0.0,2.8,7.2,320.0,0.038,0.009,0.4,0.003
13.3,18.4,8.5,57.3,0.0,2.5,5.1,290.0,0.021,0.015,0.4,0.003
14.2,19.7,9.3,55.9,0.0,2.0,4.1,290.0,0.018,0.021,0.5,0.003
16.0,22.0,9.9,48.9,0.0,1.9,3.4,50.0,0.017,0.025,0.4,0.003
17.2,23.1,12.1,53.0,0.0,3.1,5.4,50.0,0.022,0.02,0.4,0.003
17.2,23.3,12.4,53.4,0.0,3.0,5.2,50.0,0.031,0.018,0.4,0.003
16.9,21.5,12.3,60.1,0.0,2.0,3.8,20.0,0.029,0.02,0.4,0.002
16.9,20.8,12.7,68.5,0.0,1.8,4.1,50.0,0.029,0.02,0.4,0.003
16.2,21.3,12.1,68.6,0.0,2.2,4.6,250.0,0.024,0.025,0.5,0.003
13.6,18.4,8.6,52.3,0.0,2.2,4.7,270.0,0.018,0.027,0.4,0.003
12.8,18.0,8.5,47.0,0.0,2.4,5.8,270.0,0.019,0.026,0.5,0.004
11.7,18.5,6.5,41.8,0.0,1.5,3.7,270.0,0.017,0.025,0.4,0.003
11.8,15.4,8.6,64.3,0.0,1.5,2.5,50.0,0.008,0.044,0.6,0.004
13.1,18.6,8.7,64.3,0.0,1.8,4.3,270.0,0.021,0.028,0.5,0.003
13.6,20.2,7.2,65.5,0.0,2.0,3.9,290.0,0.023,0.033,0.6,0.004
15.1,21.3,9.8,74.4,0.0,1.7,3.4,250.0,0.03,0.04,0.7,0.004
15.2,21.7,9.9,67.1,0.0,1.6,3.1,250.0,0.02,0.05,0.8,0.004
14.1,17.3,11.8,69.4,0.0,1.9,3.8,160.0,0.011,0.049,0.7,0.004
13.5,18.2,8.4,66.0,0.0,2.8,5.7,320.0,0.019,0.027,0.5,0.004
8.6,13.3,5.4,51.5,0.0,3.0,5.5,290.0,0.021,0.017,0.4,0.003
8.7,14.0,3.2,47.6,0.0,2.5,5.9,290.0,0.02,0.022,0.4,0.003
11.8,18.2,5.4,62.5,0.0,1.7,3.8,250.0,0.017,0.036,0.6,0.004
12.9,19.0,8.0,71.6,0.0,1.6,4.4,320.0,0.02,0.049,0.8,0.004
14.0,19.4,9.0,74.1,0.0,1.8,3.4,320.0,0.019,0.056,0.9,0.005
13.8,18.2,8.6,52.1,0.0,2.5,4.8,270.0,0.024,0.024,0.5,0.003
10.8,16.1,5.5,40.3,0.0,2.0,4.5,320.0,0.015,0.033,0.5,0.004
11.9,19.6,5.8,42.9,0.0,1.5,3.2,90.0,0.011,0.044,0.7,0.004
13.6,18.2,8.5,60.3,0.0,2.6,5.0,230.0,0.02,0.032,0.5,0.004
13.7,15.0,11.6,84.3,13.6,2.3,4.5,200.0,0.021,0.023,0.6,0.003
10.8,15.6,7.9,58.3,1.7,2.3,4.9,250.0,0.015,0.028,0.5,0.004
5.1,8.6,2.7,47.5,0.5,3.5,8.4,290.0,0.021,0.015,0.3,0.003
4.9,10.8,0.2,43.9,0.0,2.3,4.2,290.0,0.017,0.027,0.4,0.004
9.6,15.9,3.4,61.5,0.0,1.8,3.0,180.0,0.01,0.044,0.6,0.004
13.5,17.2,9.9,63.3,0.0,1.7,3.3,200.0,0.007,0.05,0.7,0.005
14.6,18.1,12.2,68.8,0.1,2.7,4.9,270.0,0.031,0.025,0.6,0.004
8.5,12.4,3.1,43.8,0.0,3.1,6.2,320.0,0.022,0.015,0.4,0.003
5.5,8.9,0.7,40.9,0.0,1.8,4.0,290.0,0.014,0.023,0.4,0.003
7.7,12.9,3.5,56.1,0.0,2.2,5.0,290.0,0.012,0.034,0.5,0.004
9.3,16.5,3.5,53.5,0.0,1.6,2.6,180.0,0.008,0.051,0.8,0.004
10.4,17.7,4.6,56.9,0.0,1.7,3.4,200.0,0.011,0.064,0.9,0.005
12.2,17.6,8.5,71.5,0.0,1.6,3.0,250.0,0.011,0.069,1.0,0.005
12.5,19.3,6.8,66.9,0.0,1.7,4.0,110.0,0.015,0.053,0.9,0.005
11.1,14.9,8.2,75.0,0.0,1.7,3.7,290.0,0.018,0.047,0.9,0.004
12.4,18.3,7.5,70.1,0.0,1.6,4.1,50.0,0.004,0.059,0.9,0.004
15.9,20.0,11.7,67.5,0.1,2.3,4.5,50.0,0.017,0.045,0.7,0.004
16.6,18.7,14.8,91.4,12.2,2.6,3.6,50.0,0.007,0.037,0.6,0.003
13.6,19.1,6.9,90.5,86.9,4.2,7.3,230.0,0.021,0.012,0.4,0.003
2.8,7.0,0.3,74.3,0.0,3.2,5.6,270.0,0.018,0.017,0.5056846473029046,0.003
6.5,12.8,-0.3,67.9,0.2,2.1,4.8,50.0,0.01,0.03,0.5056846473029046,0.003
5.6,9.1,1.5,80.5,4.8,2.5,5.7,290.0,0.02,0.016,0.5056846473029046,0.003
1.7,5.9,-1.5,61.4,0.0,2.3,4.9,320.0,0.016,0.023,0.4,0.003
2.9,6.4,0.2,54.5,0.0,1.8,3.8,290.0,0.008,0.036,0.5,0.004
4.6,9.5,0.0,64.1,0.0,1.5,3.0,290.0,0.009,0.043,0.7,0.004
5.6,10.9,1.9,66.5,0.0,1.7,3.6,340.0,0.009,0.043,0.8,0.005
4.1,7.7,0.6,61.6,0.0,2.7,5.3,250.0,0.015,0.027,0.6,0.004
-0.1,2.8,-2.3,50.0,0.0,2.8,5.3,290.0,0.021,0.017,0.4,0.004
-0.6,2.6,-3.6,59.6,0.0,2.2,4.5,290.0,0.018,0.022,0.5,0.004
-0.2,4.3,-3.6,57.8,0.0,1.9,4.6,290.0,0.013,0.03,0.6,0.004
1.1,6.7,-3.6,44.5,0.0,1.9,4.0,250.0,0.011,0.032,0.5,0.004
2.4,6.1,0.5,41.4,0.0,1.8,3.9,290.0,0.013,0.029,0.5,0.004
0.7,4.2,-2.3,47.1,0.0,2.7,4.9,320.0,0.019,0.024,0.5,0.004
-0.6,4.4,-4.6,53.8,0.0,1.8,4.3,250.0,0.013,0.033,0.5,0.004
2.1,6.6,-2.2,63.1,0.0,1.7,3.9,320.0,0.009,0.044,0.7,0.004
4.5,9.1,1.2,66.9,0.0,1.8,4.3,270.0,0.011,0.041,0.7,0.004
3.4,6.3,-0.7,57.5,0.0,2.6,5.6,290.0,0.018,0.031,0.6,0.004
-0.5,4.1,-3.5,50.0,0.0,2.0,3.9,320.0,0.017,0.029,0.4,0.003
1.5,6.2,-4.1,55.1,0.0,1.5,3.0,50.0,0.004,0.052,0.7,0.004
5.8,9.3,3.2,69.9,0.0,1.7,3.5,250.0,0.008,0.047,0.8,0.005
5.3,9.4,2.6,77.1,0.0,1.8,4.5,250.0,0.008,0.052,1.1,0.005
2.3,6.1,-0.3,51.3,0.0,2.1,4.8,290.0,0.018,0.033,0.6,0.004
-1.1,2.0,-6.0,74.9,2.9,2.9,6.1,290.0,0.014,0.032,0.6,0.003
-7.7,-5.0,-9.7,49.1,0.0,3.4,5.3,290.0,0.019,0.015,0.4,0.003
-8.3,-4.6,-11.1,43.0,0.0,2.8,5.2,320.0,0.019,0.019,0.4,0.003
-8.3,-3.9,-11.2,43.9,0.0,2.6,4.6,290.0,0.016,0.023,0.5,0.004
-4.9,0.8,-11.1,47.0,0.0,1.7,3.7,290.0,0.008,0.04,0.6,0.004
-2.1,1.8,-6.4,57.0,0.2,3.0,5.4,320.0,0.012,0.034,0.6,0.004
-5.1,-1.2,-9.6,45.1,0.0,2.4,5.1,290.0,0.017,0.021,0.5,0.003
-3.7,1.1,-8.2,50.4,0.0,2.0,4.4,290.0,0.016,0.031,0.6,0.004
-1.0,4.7,-6.0,64.1,0.0,1.6,3.7,250.0,0.005,0.065,1.0,0.004
2.0,7.2,-2.5,67.6,0.0,2.0,4.7,270.0,0.007,0.058,0.9,0.005
4.5,8.5,-0.4,76.6,0.0,2.3,5.1,230.0,0.012,0.053,0.8,0.004
2.6,6.1,-2.0,61.5,0.0,2.9,6.5,290.0,0.015,0.033,0.6,0.004
-0.8,3.5,-4.7,51.9,0.0,2.1,4.7,290.0,0.015,0.029,0.5,0.004
2.2,8.0,-2.1,65.8,0.0,1.8,3.9,270.0,0.01,0.046,0.8,0.005
5.8,10.0,1.4,62.9,0.0,1.8,2.8,50.0,0.01,0.047,0.8,0.004
6.7,11.4,4.2,72.1,1.3,1.4,3.1,290.0,0.006,0.055,0.8,0.004
0.1,4.3,-6.2,70.8,0.2,2.9,6.1,320.0,0.01,0.034,0.8,0.004
-10.9,-6.2,-12.9,55.5,0.0,4.1,6.2,270.0,0.019,0.015,0.4,0.003
-8.9,-5.0,-12.9,53.9,0.0,2.4,4.2,250.0,0.015,0.024,0.5,0.003
-4.2,1.6,-9.8,64.0,0.0,2.0,4.1,270.0,0.014,0.031,0.5,0.004
-5.0,-1.4,-8.4,38.5,0.0,2.6,5.4,320.0,0.022,0.019,0.4,0.003
-5.6,-2.0,-9.1,45.0,0.0,2.0,4.5,270.0,0.018,0.024,0.5,0.003
-3.5,0.3,-8.4,51.4,0.0,1.7,3.2,50.0,0.008,0.042,0.6,0.004
-5.5,-2.1,-9.9,52.8,0.0,2.9,5.7,290.0,0.019,0.023,0.4,0.003
-7.4,-1.9,-12.0,54.6,2.3,2.4,8.1,290.0,0.019,0.024,0.5,0.003
-14.5,-8.4,-16.5,49.9,0.0,4.1,8.3,290.0,0.021,0.014,0.4,0.003
-14.9,-10.7,-18.6,44.0,0.0,3.3,6.1,290.0,0.021,0.017,0.4,0.004
-12.2,-7.5,-16.6,46.3,0.0,2.6,6.5,290.0,0.019,0.021,0.5,0.004
-7.7,-2.7,-12.8,54.4,0.0,1.3,2.6,50.0,0.01,0.037,0.6,0.004
-6.7,-4.0,-9.6,62.1,0.0,1.9,3.5,290.0,0.005,0.05,0.9,0.004
-3.9,-0.5,-9.3,79.5,2.6,1.8,3.4,50.0,0.004,0.052,0.9,0.004
2.0,8.3,-3.0,80.3,0.0,2.4,4.9,230.0,0.007,0.047,0.8,0.004
1.7,7.0,-3.6,46.5,0.0,2.3,3.9,70.0,0.007,0.047,0.7,0.004
4.5,9.9,-0.7,67.4,0.2,3.0,5.8,230.0,0.011,0.044,0.7,0.004
-4.9,-0.7,-8.7,59.3,0.0,3.3,5.2,250.0,0.021,0.019,0.5,0.003
-5.5,-1.3,-10.8,58.5,0.0,2.3,4.0,230.0,0.021,0.022,0.5,0.004
-3.8,0.2,-9.1,64.3,0.3,3.2,8.6,290.0,0.016,0.028,0.5,0.003
-6.3,-0.2,-11.6,37.9,0.0,1.8,4.7,320.0,0.012,0.035,0.5,0.004
-0.1,7.1,-6.6,37.8,0.0,2.2,4.3,50.0,0.004,0.061,1.0,0.004
4.5,7.0,2.5,64.4,9.2,2.3,3.8,50.0,0.002,0.061,0.9,0.004
5.5,6.6,4.8,92.9,0.1,1.7,3.2,70.0,0.004,0.044,0.8,0.003
7.6,12.2,4.8,66.0,0.0,4.2,5.8,70.0,0.017,0.03,0.6,0.003
7.3,13.9,2.4,63.9,0.0,2.1,4.7,70.0,0.018,0.034,0.6,0.003
7.9,13.9,3.0,62.0,0.0,1.9,3.6,70.0,0.006,0.054,0.9,0.004
5.3,7.4,1.7,80.4,1.7,1.9,3.8,270.0,0.007,0.047,0.8,0.004
1.7,6.5,-1.8,47.6,0.0,2.2,5.2,360.0,0.017,0.03,0.5,0.004
-2.6,1.4,-9.7,52.3,2.0,4.0,8.7,250.0,0.018,0.028,0.5,0.003
-8.8,-4.9,-11.6,40.0,0.0,3.5,7.3,270.0,0.022,0.018,0.4,0.003
-1.6,5.2,-8.1,60.0,0.5,2.5,4.8,290.0,0.01,0.04,0.6,0.004
3.2,8.7,-3.8,57.0,0.0,2.0,4.4,50.0,0.009,0.046,0.8,0.004
5.0,9.5,-2.3,74.5,0.7,2.7,6.7,270.0,0.021,0.029,0.5,0.003
-5.6,-2.4,-8.2,44.1,0.0,3.9,5.9,290.0,0.025,0.017,0.4,0.003
-3.2,1.4,-9.4,64.6,3.4,2.2,4.5,230.0,0.018,0.027,0.5,0.004
-3.6,0.7,-7.4,50.1,0.1,2.5,5.3,250.0,0.021,0.029,0.5,0.003
1.4,6.7,-4.4,71.8,0.0,2.4,5.1,200.0,0.013,0.041,0.5,0.004
6.8,9.5,4.3,80.4,0.0,2.2,4.6,180.0,0.022,0.029,0.6,0.003
3.6,7.7,-2.6,67.0,0.0,2.9,5.3,250.0,0.028,0.02,0.6,0.003
-3.1,0.2,-5.4,43.6,0.0,3.4,6.3,320.0,0.021,0.019,0.4,0.004
-0.9,4.7,-6.1,51.9,0.0,2.0,4.8,250.0,0.014,0.034,0.5,0.003
3.4,7.2,-1.5,75.1,0.0,2.1,4.3,200.0,0.012,0.043,0.6,0.004
5.5,10.9,1.3,71.5,0.0,1.3,3.1,90.0,0.019,0.039,0.7,0.003
6.5,14.0,0.6,60.6,0.0,1.7,3.4,250.0,0.015,0.056,1.0,0.005
7.6,15.9,1.0,50.6,0.0,1.5,3.8,290.0,0.016,0.058,1.0,0.004
9.5,13.8,6.4,47.6,0.0,1.7,3.6,250.0,0.016,0.059,1.0,0.006
1.2,8.2,-5.2,65.1,1.4,4.0,7.3,250.0,0.023,0.023,0.5,0.003
-5.1,-1.3,-7.0,57.9,1.5,3.2,7.2,290.0,0.024,0.02,0.4,0.003
-8.3,-5.2,-10.4,44.1,0.0,5.0,7.5,270.0,0.024,0.014,0.4,0.003
-5.8,-0.4,-10.6,44.9,0.0,3.1,6.1,290.0,0.022,0.02,0.4,0.003
1.6,8.9,-7.1,66.9,0.0,2.9,5.9,230.0,0.023,0.032,0.6,0.004
8.8,14.9,5.5,60.4,0.0,2.1,3.9,200.0,0.023,0.042,0.7,0.003
10.8,17.4,4.7,66.6,0.0,2.8,5.8,200.0,0.032,0.031,0.7,0.004
7.8,12.6,0.4,58.3,0.0,2.9,6.5,290.0,0.024,0.033,0.6,0.004
0.0,4.3,-3.1,34.0,0.0,2.9,5.3,290.0,0.026,0.017,0.4,0.003
